time (seconds),encoderLeft (meters),encoderRight (meters)
61.802,4.715877532958984,0.9011287689208984
61.902,4.717051029205322,0.8999523520469666
62.002,4.71822452545166,0.8987759947776794
62.1,4.71939754486084,0.8975995779037476
62.202,4.720571041107178,0.8964231610298157
62.301,4.721744537353516,0.8952468037605286
62.402,4.7229180335998535,0.8940703868865967
62.502,4.724179744720459,0.8930055499076843
62.602,4.734175205230713,0.9029989242553711
62.702,4.744174003601074,0.9129975438117981
62.8,4.7541728019714355,0.9229961633682251
62.903,4.764171600341797,0.9329947829246521
63.002,4.774170398712158,0.9429934024810791
63.102,4.7841691970825195,0.9529920220375061
63.202,4.794167995452881,0.9629907011985779
63.302,4.804166793823242,0.9729893803596497
63.402,4.8141655921936035,0.9829881191253662
63.502,4.824164390563965,0.992986798286438
63.602,4.834163188934326,1.0029854774475098
63.701,4.8441619873046875,1.0129841566085815
63.801,4.854160785675049,1.0229828357696533
63.902,4.86415958404541,1.0329816341400146
64.002,4.8741583824157715,1.0429803133010864
64.102,4.884157180786133,1.0529789924621582
64.202,4.894155979156494,1.06297767162323
64.302,4.9041547775268555,1.0729763507843018
64.402,4.914153575897217,1.082975149154663
64.502,4.924152374267578,1.0929738283157349
64.602,4.934151649475098,1.1029725074768066
64.702,4.944150447845459,1.1129711866378784
64.802,4.95414924621582,1.1229698657989502
64.902,4.964148044586182,1.132968544960022
64.995,4.974146842956543,1.1429673433303833
65.103,4.984145641326904,1.152966022491455
65.203,4.994144439697266,1.1629647016525269
65.301,5.004143238067627,1.1729633808135986
65.402,5.014142036437988,1.1829620599746704
65.501,5.024041175842285,1.1928608417510986
65.602,5.024043560028076,1.192863941192627
65.702,5.02404260635376,1.192862629890442
65.8,5.024041175842285,1.1928613185882568
65.899,5.024040222167969,1.1928600072860718
66.002,5.024039268493652,1.1928588151931763
66.1,5.024037837982178,1.1928575038909912
66.202,5.024036884307861,1.1928561925888062
66.302,5.024035453796387,1.192854881286621
66.402,5.02403450012207,1.192853569984436
66.502,5.024033069610596,1.1928523778915405
66.601,5.024032115936279,1.1928510665893555
66.696,5.024031162261963,1.1928497552871704
66.8,5.024029731750488,1.1928484439849854
66.902,5.024028778076172,1.1928472518920898
67.005,5.024027347564697,1.1928459405899048
67.102,5.024026393890381,1.1928446292877197
67.192,5.024024963378906,1.1928433179855347
67.302,5.02402400970459,1.1928420066833496
67.402,5.024023056030273,1.1928406953811646
67.502,5.024021625518799,1.1928393840789795
67.602,5.024020671844482,1.192838191986084
67.7,5.024019241333008,1.1928367614746094
67.8,5.024018287658691,1.1928355693817139
67.902,5.024016857147217,1.1928342580795288
68.002,5.0240159034729,1.1928329467773438
68.101,5.024014472961426,1.1928316354751587
